timestamp,requests per second
1580502873.637,0
1580502903.637,0
1580502933.637,0.009523174645499823
1580502963.637,0.1142846258607061
1580502993.637,0.27619310660101526
1580503023.637,0.36190476190476184
1580503053.637,0.4000114288979685
1580503083.637,0.3904761904761905
1580503113.637,0.39050966273299614
1580503143.637,0.4380994104705759
1580503173.637,0.35237759640384375
1580503203.637,0.35238095238095235
1580503233.637,0.34283428723799375
1580503263.637,0.3618737441552629
1580503293.637,0.40023633002344233
1580503323.637,0.4571254428402727
1580503353.637,0.5428571428571428
1580503383.637,0.5428778239171017
1580503413.637,0.5047667120639244
1580503443.637,0.3714250340472948
1580503473.637,0.3428277576207754
1580503503.637,0.30475609988381175
1580503533.637,0.3714214967333956
1580503563.637,0.4571385034428244
1580503593.637,0.49524752852435283
1580503623.637,0.4952522453022467
1580503653.637,0.42857551024295465
1580503683.637,0.4
1580503713.637,0.4
1580503743.637,0.3904761904761905
1580503773.637,0.4000038095600911
1580503803.637,0.352384308421985
1580503833.637,0.32381569172746144
1580503863.637,0.30473288258261116
1580503893.637,0.3333333333333333
1580503923.637,0.3904687529761338
1580503953.637,0.40951210917783304
1580503983.637,0.41904761904761906
1580504013.637,0.4095238095238095
1580504043.637,0.4095238095238095
1580504073.637,0.37143210887722744
1580504103.637,0.3809414969096121
1580504133.637,0.3714250340472948
1580504163.637,0.4095238095238095
1580504193.637,0.4666666666666667
1580504223.637,0.4095199093341968
1580504253.637,0.43812444639166426
1580504283.637,0.4095277097877123
1580504313.637,0.3713967374225067
1580504343.637,0.4380660336929919
1580504373.637,0.40953161012590716
1580504403.637,0.3809487528690203
1580504433.637,0.3619082086496061
1580504463.637,0.2857088436410736
1580504493.637,0.33333015876039274
1580504523.637,0.29522684850100944
1580504553.637,0.32380952380952377
1580504583.637,0.35239102069582934
1580504613.637,0.39047247169074584
1580504643.637,0.45714285714285713
1580504673.637,0.45715156479171026
1580504703.637,0.4571254428402727
1580504733.637,0.41904362815592233
1580504763.637,0.485718911608682
1580504793.637,0.4666622222645499
1580504823.637,0.45714721092581834
1580504853.637,0.44764462731203686
1580504883.637,0.40000761919274647
1580504913.637,0.4476275738585497
1580504943.637,0.47619047619047616
1580504973.637,0.5047570975514519
1580505003.637,0.5333282540166284
1580505033.637,0.4857096599080009
1580505063.637,0.4857142857142857
1580505093.637,0.4380868935829794
1580505123.637,0.4000114288979685
1580505153.637,0.4380868935829794
1580505183.637,0.39047990933246984
1580505213.637,0.44762331069819716
1580505243.637,0.40953161012590716
1580505273.637,0.3999847624852386
1580505303.637,0.3904836282595859
1580505333.637,0.3047822235768099
1580505363.637,0.30475900229521624
1580505393.637,0.23809523809523808
1580505423.637,0.26666920637339403
1580505453.637,0.2762246754360064
1580505483.637,0.2952493428321079
1580505513.637,0.3714250340472948
1580505543.637,0.40000761919274647
1580505573.637,0.4095238095238095
1580505603.637,0.352384308421985
1580505633.637,0.3809523809523809
1580505663.637,0.4000114288979685
1580505693.637,0.40953161012590716
1580505723.637,0.35239437692864495
1580505753.637,0.3714250340472948
1580505783.637,0.4571559187405354
1580505813.637,0.4
1580505843.637,0.35237759640384375
1580505873.637,0.30476190476190473
1580505903.637,0.3142857142857143
1580505933.637,0.352384308421985
1580505963.637,0.36191510233625723
1580505993.637,0.352384308421985
1580506023.637,0.34286040819436375
1580506053.637,0.37143210887722744
1580506083.637,0.4476361004228732
1580506113.637,0.4666666666666667
1580506143.637,0.43809941047057593
1580506173.637,0.34286693905540155
1580506203.637,0.38095600910484867
1580506233.637,0.38096326561711286
1580506263.637,0.35238095238095235
1580506293.637,0.36190476190476184
1580506323.637,0.3618944220641315
1580506353.637,0.4571297962915345
1580506383.637,0.4666622222645499
1580506413.637,0.5238095238095238
1580506443.637,0.5332977801479902
1580506473.637,0.6000114287891197
1580506503.637,0.5523388694194729
1580506533.637,0.4857235375911922
1580506563.637,0.4666755557248709
1580506593.637,0.3903795250699827
1580506623.637,0.3619082086496061
1580506653.637,0.352384308421985
1580506683.637,0.35238095238095235
1580506713.637,0.2952380952380952
1580506743.637,0.33330793844278533
1580506773.637,0.35238095238095235
1580506803.637,0.3619013152255693
1580506833.637,0.41904761904761906
1580506863.637,0.25716489984855845
1580506893.637,0.1523838549305701
1580506923.637,0.03809414969096121
